เรียกเก็บเงินถึง,"ReadyPlanet Co., Ltd."
หมายเลขใบแจ้งหนี้,3865399990
วันที่ในใบแจ้งหนี้,28 ก.พ. 2564
วันครบกำหนด,14 เม.ย. 2564
รหัสการเรียกเก็บเงิน,5350-7423-8195
สกุลเงิน,THB
จำนวนเงินในใบแจ้งหนี้,"21,188,543.15"

ผลิตภัณฑ์,Google Ads

รหัสบัญชี,บัญชี,งบประมาณบัญชี,ใบสั่งซื้อ,คำอธิบาย,ปริมาณ,หน่วย,จำนวน
203-683-4276,Wongnimit.com,203-683-4276,,"ของที่ระลึก+เกษียณ_ตจว  [20,000]",773,การคลิก,"5,911.06"
203-683-4276,Wongnimit.com,203-683-4276,,"Wongnimit_bkk  [20,000] ปีใหม่",532,การคลิก,"2,978.68"
203-683-4276,Wongnimit.com,203-683-4276,,"Wongnimit_ตจว  [20,000] ปีใหม่",699,การคลิก,"2,978.27"
481-073-1762,YURA.Thailand/FB,481-073-1762,,Non-skippable - Yura Sea Star Collagen Plus Whitening Cream (15 Sec) 30000,386083,การแสดงผล,"29,546.46"
481-073-1762,YURA.Thailand/FB,481-073-1762,,Bumper ads - YURA Sun Protect Smooth Cream (6 sec) 10000,904822,การแสดงผล,"9,855.55"
481-073-1762,YURA.Thailand/FB,481-073-1762,,กิจกรรมที่ไม่ถูกต้อง,,,-166.00
246-612-5531,"Zzztv.net, AV","ReadyPlanet Co., Ltd. - Mar 7, 2019",,02-Display - RMKT,1,การคลิก,0.54
246-612-5531,"Zzztv.net, AV","ReadyPlanet Co., Ltd. - Mar 7, 2019",,กิจกรรมที่ไม่ถูกต้อง,,,-0.56
953-512-3211,aafurniture.co.th,"ReadyPlanet Co., Ltd. - Feb 9, 2021",,GDN,1855,การคลิก,"1,981.67"
953-512-3211,aafurniture.co.th,"ReadyPlanet Co., Ltd. - Feb 9, 2021",,Search - aafurniture.co.th,89,การคลิก,"1,225.57"
953-512-3211,aafurniture.co.th,"ReadyPlanet Co., Ltd. - Feb 9, 2021",,R-Dynamic Campaign (10d64f154f6b183665dd07684e418624),100,การคลิก,202.27
825-284-8994,"abccoolinghardware.com, Google Ads Value","ReadyPlanet Co., Ltd. - Dec 6, 2016",,Search_Text,351,การคลิก,"9,599.68"
825-284-8994,"abccoolinghardware.com, Google Ads Value","ReadyPlanet Co., Ltd. - Dec 6, 2016",,Search_แผ่นผนังห้องเย็น,447,การคลิก,"5,314.79"
825-284-8994,"abccoolinghardware.com, Google Ads Value","ReadyPlanet Co., Ltd. - Dec 6, 2016",,Search_อุปกรณ์ห้องคลีนรูม,123,การคลิก,"3,843.18"
825-284-8994,"abccoolinghardware.com, Google Ads Value","ReadyPlanet Co., Ltd. - Dec 6, 2016",,Smart-display-sandwich-panel,4111,การคลิก,"1,479.75"
825-284-8994,"abccoolinghardware.com, Google Ads Value","ReadyPlanet Co., Ltd. - Dec 6, 2016",,Search-น้ำยาโฟมขาว-ดำ,117,การคลิก,"1,161.39"
825-284-8994,"abccoolinghardware.com, Google Ads Value","ReadyPlanet Co., Ltd. - Dec 6, 2016",,R-Dynamic Campaign (d4ec7271631b0bde6efc7922af8b10ea),583,การคลิก,659.42
825-284-8994,"abccoolinghardware.com, Google Ads Value","ReadyPlanet Co., Ltd. - Dec 6, 2016",,กิจกรรมที่ไม่ถูกต้อง,,,-20.13
260-268-2112,"abcpolo.com, (mixprint)","ReadyPlanet Co., Ltd.",ดึงเงินออกจากะบบ,รับผลิตเสื้อโปโล,232,การคลิก,"13,313.73"
260-268-2112,"abcpolo.com, (mixprint)","ReadyPlanet Co., Ltd.",ดึงเงินออกจากะบบ,เสื้อโปโล,1235,การคลิก,"8,830.17"
260-268-2112,"abcpolo.com, (mixprint)","ReadyPlanet Co., Ltd.",ดึงเงินออกจากะบบ,เครดิตจากการแสดงผลเกินงบ,,,-8.32
745-759-7958,"ablesmfg.com, 12 nov 2020, 11 Feb 2020, AdPro Dynamic - G Pro 3 Months","ReadyPlanet Co., Ltd. - Nov 12, 2020",,ablesmfg_search,393,การคลิก,"6,297.98"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,1. ERP (08:00 - 24:00 น.),758,การคลิก,"29,999.94"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,2. SAP B1,436,การคลิก,"18,094.09"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,(เน้นอันดับ) ERP - SAP B1,295,การคลิก,"17,828.78"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,2.1 SAP B1 (18:00 - 24:00 น.),89,การคลิก,"3,702.84"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,3. Sage,71,การคลิก,"2,951.66"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,4. Accounting Software,63,การคลิก,"2,903.05"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,RMKT + In-market audience,1188,การคลิก,"1,970.68"
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,R-Dynamic Campaign (3475f5e2eb1fabb711a2d82a0aad5986),188,การคลิก,147.40
930-034-3253,"actran.co.th, Google Ad Value, 8%MB90000 , Start 2-Apr-2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,กิจกรรมที่ไม่ถูกต้อง,,,-12.50
834-588-5956,"aekdumrong.co.th, Google Ads Package 6 Months, 26 June 2020, 25 Dec 2020","ReadyPlanet Co., Ltd. - Jun 26, 2020",,Aekdumrong,602,การคลิก,"10,854.43"
834-588-5956,"aekdumrong.co.th, Google Ads Package 6 Months, 26 June 2020, 25 Dec 2020","ReadyPlanet Co., Ltd. - Jun 26, 2020",,Remarketing,349,การคลิก,"1,406.68"
288-441-9294,"aerowingroup.co.th, 15 Jan 2018, 15 Aug 2020, 14 Aug 2021, Invoice, Package12","ReadyPlanet Co., Ltd. - Jan 12, 2018",,aerowingroup_search,759,การคลิก,"27,318.64"
895-241-0996,"agothailand.com , Adpro Value , 25%MB15000 , สัญญาพิเศษ , Start 19 Feb 2021","ReadyPlanet Co., Ltd. - Jan 30, 2020",,agothailand_Search,194,การคลิก,"4,807.06"
951-953-6555,"akaratools.com, 6 Sep 2017. 6 nov 2018, 5 Jan 2020, Invoice, GG Ads value 14% = 4200","ReadyPlanet Co., Ltd.",,shared,1525,การคลิก,"20,364.99"
951-953-6555,"akaratools.com, 6 Sep 2017. 6 nov 2018, 5 Jan 2020, Invoice, GG Ads value 14% = 4200","ReadyPlanet Co., Ltd.",,เครื่องถอดยาง,619,การคลิก,"4,735.85"
951-953-6555,"akaratools.com, 6 Sep 2017. 6 nov 2018, 5 Jan 2020, Invoice, GG Ads value 14% = 4200","ReadyPlanet Co., Ltd.",,R-Dynamic Campaign (5b31d8b0bd3cccd26445160e20495db3),291,การคลิก,714.16
750-279-3523,amcmedisure.com,750-279-3523,,"AMC medical 1,000/D",3582,การคลิก,"26,781.99"
750-279-3523,amcmedisure.com,750-279-3523,,กิจกรรมที่ไม่ถูกต้อง,,,-6.95
848-743-4709,"amengineering-sports.com, 12 Jun 2020 , Pack 29000 , GAV 22%","ReadyPlanet Co., Ltd. - Mar 13, 2018",,พื้นสนามกีฬา,526,การคลิก,"11,915.70"
514-559-9857,anchaleeframe.com,514-559-9857,,กรอบรูป_BKK,863,การคลิก,"9,817.12"
514-559-9857,anchaleeframe.com,514-559-9857,,กรอบรูป - ค่ำ New,208,การคลิก,"1,735.78"
514-559-9857,anchaleeframe.com,514-559-9857,,กรอบลอย BKK,96,การคลิก,"1,048.99"
514-559-9857,anchaleeframe.com,514-559-9857,,RLSA,84,การคลิก,973.19
514-559-9857,anchaleeframe.com,514-559-9857,,กรอบรูป ตจว_100 ***,90,การคลิก,866.22
514-559-9857,anchaleeframe.com,514-559-9857,,ของที่ระลึก,46,การคลิก,457.66
514-559-9857,anchaleeframe.com,514-559-9857,,กรอบลอย ตจว ***,34,การคลิก,341.65
514-559-9857,anchaleeframe.com,514-559-9857,,กิจกรรมที่ไม่ถูกต้อง,,,-5.58
730-444-2711,"aninterpack.com, 21 Oct 2020, 20 Apr 2021, Dynamic 3 Months, package","ReadyPlanet Co., Ltd. - Oct 21, 2020",,aninterpack_search,1742,การคลิก,"8,993.51"
730-444-2711,"aninterpack.com, 21 Oct 2020, 20 Apr 2021, Dynamic 3 Months, package","ReadyPlanet Co., Ltd. - Oct 21, 2020",,R-Dynamic Campaign (1405f463d6b824b5820add0bb18110f9),106,การคลิก,203.38
730-444-2711,"aninterpack.com, 21 Oct 2020, 20 Apr 2021, Dynamic 3 Months, package","ReadyPlanet Co., Ltd. - Oct 21, 2020",,เครดิตจากการแสดงผลเกินงบ,,,-4.91
792-769-0910,anyadesign.co.th,792-769-0910,,Search-สินค้าพรีเมี่ยม Anyadesign,132,การคลิก,"4,971.75"
609-968-3752,"ap-wire.com,invoice, 6 July 2017, 5 Nov 2020,Package 29K","ReadyPlanet Co., Ltd. - Jul 6, 2017",,ลวดตาข่าย,613,การคลิก,"5,914.16"
141-463-9021,"apintertrade.com , Google Ad Value, 17%MB15000 , Start 17Apr2020","ReadyPlanet Co., Ltd. - Jul 13, 2016",,เลื่อยสายพาน Mon-Sat,801,การคลิก,"9,000.79"
141-463-9021,"apintertrade.com , Google Ad Value, 17%MB15000 , Start 17Apr2020","ReadyPlanet Co., Ltd. - Jul 13, 2016",,RMK,95,การคลิก,114.62
714-115-2493,"apirukcraneandtransport2001.com,5 May 2019,END 12 Dec 2019,30,000฿,GAV(12%)","ReadyPlanet Co., Ltd. - Mar 27, 2018",,ขายโฟล์คลิฟท์ มือสอง,1269,การคลิก,"14,382.63"
714-115-2493,"apirukcraneandtransport2001.com,5 May 2019,END 12 Dec 2019,30,000฿,GAV(12%)","ReadyPlanet Co., Ltd. - Mar 27, 2018",,เช่าโฟล์คลิฟท์ มือสอง,316,การคลิก,"9,451.17"
983-512-7283,"aqthailand.com, Google Ads Value","ReadyPlanet Co., Ltd.",,Aqthailand.com,239,การคลิก,"10,446.76"
983-512-7283,"aqthailand.com, Google Ads Value","ReadyPlanet Co., Ltd.",,Smart-Display,7872,การคลิก,"3,040.00"
983-512-7283,"aqthailand.com, Google Ads Value","ReadyPlanet Co., Ltd.",,GDN,9386,การคลิก,"3,040.00"
983-512-7283,"aqthailand.com, Google Ads Value","ReadyPlanet Co., Ltd.",,Aqthailand.com_ล้างปล่องควัน,60,การคลิก,782.04
983-512-7283,"aqthailand.com, Google Ads Value","ReadyPlanet Co., Ltd.",,เครดิตจากการแสดงผลเกินงบ,,,-3.57
983-512-7283,"aqthailand.com, Google Ads Value","ReadyPlanet Co., Ltd.",,กิจกรรมที่ไม่ถูกต้อง,,,-28.51
875-444-8519,"arrowapparel,AdPro Value","ReadyPlanet Co., Ltd. - Feb 23, 2018",,ชุดเชฟ,858,การคลิก,"10,282.90"
875-444-8519,"arrowapparel,AdPro Value","ReadyPlanet Co., Ltd. - Feb 23, 2018",,budget,128,การคลิก,"1,433.68"
875-444-8519,"arrowapparel,AdPro Value","ReadyPlanet Co., Ltd. - Feb 23, 2018",,เสื้อกุ๊ก,21,การคลิก,140.48
721-850-0940,asiadrive.com,721-850-0940,,Search 200/วัน,128,การคลิก,"2,292.18"
245-959-2662,"asswinvan.velaeasy.com, 16 Nov 2017, Google Ads Value Rate 15%, 16 Nov 2019, 15 Dec 2019","ReadyPlanet Co., Ltd. - Nov 16, 2017",,ให้เช่ารถตู้อุดรธานี,670,การคลิก,"12,257.07"
245-959-2662,"asswinvan.velaeasy.com, 16 Nov 2017, Google Ads Value Rate 15%, 16 Nov 2019, 15 Dec 2019","ReadyPlanet Co., Ltd. - Nov 16, 2017",,ให้เช่ารถตู้,96,การคลิก,"2,983.04"
917-520-9554,atsawasilp.com,"ReadyPlanet Co., Ltd. - May 23, 2019",,Search_ศาลพระภูมิ,2139,การคลิก,"19,243.20"
917-520-9554,atsawasilp.com,"ReadyPlanet Co., Ltd. - May 23, 2019",,Search_ศาลพระพรหม,239,การคลิก,"4,954.00"
917-520-9554,atsawasilp.com,"ReadyPlanet Co., Ltd. - May 23, 2019",,Local store visits and promotions-Local-1,53383,การแสดงผล,497.21
917-520-9554,atsawasilp.com,"ReadyPlanet Co., Ltd. - May 23, 2019",,Local store visits and promotions-Local-1,1,การคลิก,2.79
917-520-9554,atsawasilp.com,"ReadyPlanet Co., Ltd. - May 23, 2019",,เครดิตจากการแสดงผลเกินงบ,,,-3.41
361-896-5920,autoflexible.com,361-896-5920,,welding robots- เน้นอันดับ,215,การคลิก,"5,535.79"
361-896-5920,autoflexible.com,361-896-5920,,Autoflexible Search-500 NEW,320,การคลิก,"2,646.76"
448-725-8311,"avrama.com, 1 ก.ค. 2563 - 31 ธ.ค. 2563","ReadyPlanet Co., Ltd.",,Share 650,421,การคลิก,"4,514.47"
448-725-8311,"avrama.com, 1 ก.ค. 2563 - 31 ธ.ค. 2563","ReadyPlanet Co., Ltd.",,04-Interactive Board - Touchscreen,216,การคลิก,"2,393.25"
448-725-8311,"avrama.com, 1 ก.ค. 2563 - 31 ธ.ค. 2563","ReadyPlanet Co., Ltd.",,01-Avrama.com,50,การคลิก,466.55
448-725-8311,"avrama.com, 1 ก.ค. 2563 - 31 ธ.ค. 2563","ReadyPlanet Co., Ltd.",,05-ชุดเครื่องเสียงห้องประชุม,19,การคลิก,177.23
302-687-1082,"balconykhaoyai.readyplanet.site , Renew G-Pro 3M(9000฿) , Start 1 Feb 21 End 30 Apr 21","ReadyPlanet Co., Ltd. - Feb 4, 2019",,balconykhaoyai.readyplanet.site,1340,การคลิก,"9,000.01"
924-493-8803,balloonclub.readyplanet.site,"ReadyPlanet Co., Ltd. - Dec 21, 2020",,Search-1,330,การคลิก,"3,618.77"
924-493-8803,balloonclub.readyplanet.site,"ReadyPlanet Co., Ltd. - Dec 21, 2020",,Display-1,3486,การคลิก,"2,566.10"
924-493-8803,balloonclub.readyplanet.site,"ReadyPlanet Co., Ltd. - Dec 21, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-23.15
811-728-9875,"bangkung.com , 24 May 2018 ,1 Aug 2019,฿12,500,GAV(25%)=3125","ReadyPlanet Co., Ltd.","gp663094,gp682111",Search_Text,595,การคลิก,"8,113.02"
811-728-9875,"bangkung.com , 24 May 2018 ,1 Aug 2019,฿12,500,GAV(25%)=3125","ReadyPlanet Co., Ltd.","gp663094,gp682111",Re-Marketing,3371,การคลิก,"1,483.50"
811-728-9875,"bangkung.com , 24 May 2018 ,1 Aug 2019,฿12,500,GAV(25%)=3125","ReadyPlanet Co., Ltd.","gp663094,gp682111",กิจกรรมที่ไม่ถูกต้อง,,,-0.51
651-078-3554,"baykimhong.com, Google Ads 3 Months,Mon -Sat","ReadyPlanet Co., Ltd. - Nov 2, 2016",,01-Search_ผ้า (Current),101,การคลิก,605.98
651-078-3554,"baykimhong.com, Google Ads 3 Months,Mon -Sat","ReadyPlanet Co., Ltd. - Nov 2, 2016",,02-Search_ผ้า Bid ต่ำ_ผ้ามัสลิน,30,การคลิก,111.59
186-686-6610,"bbktranslation.com,Package, ล่วงหน้า 4 วัน","ReadyPlanet Co., Ltd.",,01-รับแปลเอกสาร (เน้นตำแหน่ง),1407,การคลิก,"80,727.07"
186-686-6610,"bbktranslation.com,Package, ล่วงหน้า 4 วัน","ReadyPlanet Co., Ltd.",,02-รับแปลภาษาต่างๆ,270,การคลิก,"12,947.19"
186-686-6610,"bbktranslation.com,Package, ล่วงหน้า 4 วัน","ReadyPlanet Co., Ltd.",,03-ขอหนังสือรับรองความประพฤติ,377,การคลิก,"4,997.54"
186-686-6610,"bbktranslation.com,Package, ล่วงหน้า 4 วัน","ReadyPlanet Co., Ltd.",,กิจกรรมที่ไม่ถูกต้อง,,,-3.18
400-824-8422,bcmindustry.com,400-824-8422,,"ผลิตงานโลหะ (กรุงเทพฯ, สมุทรปราการ) 300/วัน",342,การคลิก,"5,047.22"
400-824-8422,bcmindustry.com,400-824-8422,,เครดิตจากการแสดงผลเกินงบ,,,-6.13
741-813-9018,benzbhanthavee.com,741-813-9018,,Star Keyword 450/D,1095,การคลิก,"13,679.96"
741-813-9018,benzbhanthavee.com,741-813-9018,,รถเบนซ์ 450/D,1003,การคลิก,"13,679.28"
197-537-4992,bigbagpolysack.com,"ReadyPlanet Co., Ltd. - 17 ส.ค. 2020",,Search - Generic,823,การคลิก,"9,792.33"
197-537-4992,bigbagpolysack.com,"ReadyPlanet Co., Ltd. - 17 ส.ค. 2020",,R-Dynamic Campaign (ebba9c1c56e2e7641b0177400c83b9a8),60,การคลิก,198.30
204-103-1630,bigbankmove.com,204-103-1630,,รับขนย้ายบ้าน,358,การคลิก,"16,558.92"
204-103-1630,bigbankmove.com,204-103-1630,,ขนย้ายเปียโน,89,การคลิก,"1,409.97"
204-103-1630,bigbankmove.com,204-103-1630,,ขนย้ายตู้เซฟ,75,การคลิก,"1,252.82"
204-103-1630,bigbankmove.com,204-103-1630,,ขนย้ายคอนโด,12,การคลิก,691.09
204-103-1630,bigbankmove.com,204-103-1630,,ขนย้ายสำนักงาน,10,การคลิก,470.70
988-509-4909,bioniquesystem.com,"ReadyPlanet Co., Ltd. - May 29, 2019",,พลาสติกปูบ่อ,1818,การคลิก,"26,590.81"
988-509-4909,bioniquesystem.com,"ReadyPlanet Co., Ltd. - May 29, 2019",,แผ่น HDPE,327,การคลิก,"3,520.25"
988-509-4909,bioniquesystem.com,"ReadyPlanet Co., Ltd. - May 29, 2019",,กิจกรรมที่ไม่ถูกต้อง,,,-17.09
466-294-3315,"bioveggie.net, AdPro Value Rate 16%, 3 Feb 2020, 2 May 2020","ReadyPlanet Co., Ltd. - Feb 3, 2020",,GDN - Custom Intent,11888,การคลิก,"21,279.98"
466-294-3315,"bioveggie.net, AdPro Value Rate 16%, 3 Feb 2020, 2 May 2020","ReadyPlanet Co., Ltd. - Feb 3, 2020",,Shared 1000,926,การคลิก,"6,179.27"
466-294-3315,"bioveggie.net, AdPro Value Rate 16%, 3 Feb 2020, 2 May 2020","ReadyPlanet Co., Ltd. - Feb 3, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-127.24
318-618-3214,bjjjumbobag.com,318-618-3214,,Search-100THB,632,การคลิก,"2,987.59"
318-618-3214,bjjjumbobag.com,318-618-3214,,Remarketing,244,การคลิก,"1,520.00"
318-618-3214,bjjjumbobag.com,318-618-3214,,กิจกรรมที่ไม่ถูกต้อง,,,-1.00
588-606-2836,"bkairsupply.com, 1 Mar 2012, Google Ads Value Rate 15%, 14 Jan 2020, 13 Feb 2020, หยุด Ad วันหยุด","ReadyPlanet Co., Ltd.",,"แอร์เทรน, แคเรียร์",1242,การคลิก,"9,388.26"
588-606-2836,"bkairsupply.com, 1 Mar 2012, Google Ads Value Rate 15%, 14 Jan 2020, 13 Feb 2020, หยุด Ad วันหยุด","ReadyPlanet Co., Ltd.",,แอร์ไดกิ้น,614,การคลิก,"6,650.10"
588-606-2836,"bkairsupply.com, 1 Mar 2012, Google Ads Value Rate 15%, 14 Jan 2020, 13 Feb 2020, หยุด Ad วันหยุด","ReadyPlanet Co., Ltd.",,แอร์มิตซูบิชิ,240,การคลิก,"1,991.41"
588-606-2836,"bkairsupply.com, 1 Mar 2012, Google Ads Value Rate 15%, 14 Jan 2020, 13 Feb 2020, หยุด Ad วันหยุด","ReadyPlanet Co., Ltd.",,อะไหล่แอร์ไดกิ้น,195,การคลิก,"1,587.40"
588-606-2836,"bkairsupply.com, 1 Mar 2012, Google Ads Value Rate 15%, 14 Jan 2020, 13 Feb 2020, หยุด Ad วันหยุด","ReadyPlanet Co., Ltd.",,อะไหล่แอร์เทรน,96,การคลิก,533.71
917-522-6503,bkksleepcenter.com,"ReadyPlanet Co., Ltd. - Oct 20, 2020",,รักษาอาการนอนกรน-นอนไม่หลับ S.20/10-19/4/20 ปรับงบ21/1 450/D,984,การคลิก,"10,819.96"
917-522-6503,bkksleepcenter.com,"ReadyPlanet Co., Ltd. - Oct 20, 2020",,R-Dynamic Campaign 50/D (72b775a9220b042bda76e19727c94d07),947,การคลิก,"1,201.00"
917-522-6503,bkksleepcenter.com,"ReadyPlanet Co., Ltd. - Oct 20, 2020",,Video Youtube - 2021-01-25,9,การแสดงผล,0.03
917-522-6503,bkksleepcenter.com,"ReadyPlanet Co., Ltd. - Oct 20, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-4.83
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,RP-Bodhitreedecor_วอลเปเปอร์ คำกว้าง (Max Cilck),9457,การคลิก,"103,557.26"
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,RP-Bodhitreedecor_วอลเปเปอร์ คำหลัก 1300,4287,การคลิก,"35,675.84"
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,RP-ผ้าม่าน 900,2054,การคลิก,"27,249.67"
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,RP-Bodhitreedecor_GDN 500,38582,การคลิก,"15,199.97"
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,RP-Bodhitreedecor_RMKT 300,10812,การคลิก,"9,118.98"
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,RP-Bodhitreedecor_ Similar RMKT 300,6539,การคลิก,"4,608.78"
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,RP-Bodhitreedecor_วอลเปเปอร์  คำกว้าง 2700,613,การคลิก,"4,213.34"
625-817-0455,bodhitreedecor.com,"ReadyPlanet Co., Ltd. - 11 Oct 2018",,กิจกรรมที่ไม่ถูกต้อง,,,-54.90
910-965-4592,"boonumpar-thailand.com,RP, 3-Jul-2020 , 23 Aug 2020, 22 Aug 2021","ReadyPlanet Co., Ltd. - Apr 3, 2017",,รับจัดงานบุญ,1990,การคลิก,"27,359.90"
910-965-4592,"boonumpar-thailand.com,RP, 3-Jul-2020 , 23 Aug 2020, 22 Aug 2021","ReadyPlanet Co., Ltd. - Apr 3, 2017",,RMKT 17-09-2020,953,การคลิก,"3,040.00"
910-965-4592,"boonumpar-thailand.com,RP, 3-Jul-2020 , 23 Aug 2020, 22 Aug 2021","ReadyPlanet Co., Ltd. - Apr 3, 2017",,กิจกรรมที่ไม่ถูกต้อง,,,-25.64
817-761-5635,"boonyawatcartons.com, Adpro Value, 17%MB20000 , Start 12 Nov 2020","ReadyPlanet Co., Ltd. - Mar 1, 2019",,โรงงานพิมพ์กล่องกระดาษ,1278,การคลิก,"20,399.97"
242-183-5452,"boschsecurity.readyplanet.site, STOP","ReadyPlanet Co., Ltd. - Nov 16, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-265.02
410-900-0223,brandthai.co.th,"ReadyPlanet Co., Ltd. - May 8, 2019",,รับจดทะเบียน,660,การคลิก,"6,520.83"
441-245-8969,"bspfloors.com , Google Ad Value , 20%MB15000 , Start 12 Nov 2020","ReadyPlanet Co., Ltd.",,Search_พื้นยก**,607,การคลิก,"14,166.95"
441-245-8969,"bspfloors.com , Google Ad Value , 20%MB15000 , Start 12 Nov 2020","ReadyPlanet Co., Ltd.",,Search_กระเบื้องยาง Conductive,48,การคลิก,"1,056.74"
150-320-9116,"bspumpsystem.com, 13 Jul 2012, Google Ads Value Rate 35%, 8 Jan 2020","ReadyPlanet Co., Ltd. Ratchadapisek...",,Google Search,825,การคลิก,"7,204.34"
525-618-5502,bubbleqthai.com,525-618-5502,,Search - Out side BKK 1000/เดือน,371,การคลิก,"1,172.02"
280-407-6286,cartocashthailand.com,"ReadyPlanet Co., Ltd. - Apr 30, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-5.60
649-961-4709,"cdatathailand.com, G-Pro 6M, 9Sep2020 ขัตฤกษ์","ReadyPlanet Co., Ltd. - Sep 9, 2020",,Search_cdatathailand,1409,การคลิก,"22,999.95"
649-961-4709,"cdatathailand.com, G-Pro 6M, 9Sep2020 ขัตฤกษ์","ReadyPlanet Co., Ltd. - Sep 9, 2020",,R-Dynamic Campaign (f5471bfbb504c2c48e81ea30ec078915),57,การคลิก,36.28
649-961-4709,"cdatathailand.com, G-Pro 6M, 9Sep2020 ขัตฤกษ์","ReadyPlanet Co., Ltd. - Sep 9, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-21.09
465-698-0222,cf168-th.com,465-698-0222,,Search,295,การคลิก,"1,999.99"
968-650-3382,chaichod.com / New,"ReadyPlanet Co., Ltd. - Feb 8, 2021",,Leads-Search-ยางรถยนต์_กรุงเทพ+ปริมณฑล_200,1190,การคลิก,"4,163.68"
968-650-3382,chaichod.com / New,"ReadyPlanet Co., Ltd. - Feb 8, 2021",,Leads-Search-ยางรถบรรทุก_300,254,การคลิก,"3,639.80"
247-064-9788,"chalongka.com,pack 12 month, x 2,End 11-May-2021","ReadyPlanet Co., Ltd. - Feb 9, 2018",,แฟรนไชส์ ชานม 2021,3364,การคลิก,"16,629.43"
247-064-9788,"chalongka.com,pack 12 month, x 2,End 11-May-2021","ReadyPlanet Co., Ltd. - Feb 9, 2018",,แฟรนไชส์ชานมไข่มุก,120,การคลิก,983.04
814-442-2983,cheanjee.com,814-442-2983,,Thailand,129,การคลิก,"1,490.59"
814-442-2983,cheanjee.com,814-442-2983,,เฉียนจี้เครื่องจักรกล 113THB/Day,86,การคลิก,"1,443.03"
249-361-3294,cheevaintertrade.com,"ReadyPlanet Co., Ltd. - Jan 8, 2018",,Search_ทั่วประเทศคำกว้าง Online,442,การคลิก,"3,648.34"
249-361-3294,cheevaintertrade.com,"ReadyPlanet Co., Ltd. - Jan 8, 2018",,Search_กรุงเทพฯ ปริมณฑล Online,243,การคลิก,"3,372.87"
249-361-3294,cheevaintertrade.com,"ReadyPlanet Co., Ltd. - Jan 8, 2018",,Search_ทั่วประเทศ Online,173,การคลิก,"2,183.19"
229-158-0470,chokdeetabien.com,229-158-0470,,Search - ทะเบียนรถ Chokdee (18.00-24.00)-2000,616,การคลิก,"7,599.64"
229-158-0470,chokdeetabien.com,229-158-0470,,Search - เลขผลรวมดี-เลขมงคล Chokdee  (17.00-24.00)1500,916,การคลิก,"7,580.74"
229-158-0470,chokdeetabien.com,229-158-0470,,Search - รับจองทะเบียนรถ Chokdee (17.00-24.00)-1000,965,การคลิก,"7,554.18"
229-158-0470,chokdeetabien.com,229-158-0470,,Search - ทะเบียนรถ Chokdee (14.00-18.00)-2000,417,การคลิก,"7,539.76"
229-158-0470,chokdeetabien.com,229-158-0470,,Search - ทะเบียนรถ Chokdee คู่แข่ง (8.00-24.00)-500,548,การคลิก,"7,536.92"
229-158-0470,chokdeetabien.com,229-158-0470,,Search - รับจองทะเบียนรถ Chokdee (8.00-17.00)-500,923,การคลิก,"7,472.63"
229-158-0470,chokdeetabien.com,229-158-0470,,Search - ทะเบียนรถ Chokdee (8.00-14.00)-1500,512,การคลิก,"7,333.49"
